"module name","license","repository"
"path-type@4.0.0","MIT","https://github.com/sindresorhus/path-type"
"pathe@0.2.0","MIT","https://github.com/unjs/pathe"
"pathe@1.1.1","MIT","https://github.com/unjs/pathe"
"pathval@1.1.1","MIT","https://github.com/chaijs/pathval"
"picocolors@1.0.0","ISC","https://github.com/alexeyraspopov/picocolors"
"picomatch@2.3.1","MIT","https://github.com/micromatch/picomatch"
"pify@2.3.0","MIT","https://github.com/sindresorhus/pify"
"pirates@4.0.5","MIT","https://github.com/danez/pirates"
"pkg-types@1.0.3","MIT","https://github.com/unjs/pkg-types"
"postcss-import@15.1.0","MIT","https://github.com/postcss/postcss-import"
"postcss-js@4.0.1","MIT","https://github.com/postcss/postcss-js"
"postcss-load-config@4.0.1","MIT","https://github.com/postcss/postcss-load-config"
"postcss-nested@6.0.1","MIT","https://github.com/postcss/postcss-nested"
"postcss-selector-parser@6.0.13","MIT","https://github.com/postcss/postcss-selector-parser"
"postcss-value-parser@4.2.0","MIT","https://github.com/TrySound/postcss-value-parser"
"postcss@8.4.24","MIT","https://github.com/postcss/postcss"
"prelude-ls@1.1.2","MIT","https://github.com/gkz/prelude-ls"
"prelude-ls@1.2.1","MIT","https://github.com/gkz/prelude-ls"
"pretty-format@27.5.1","MIT","https://github.com/facebook/jest"
"psl@1.9.0","MIT","https://github.com/lupomontero/psl"
"punycode@2.3.0","MIT","https://github.com/mathiasbynens/punycode.js"
"querystringify@2.2.0","MIT","https://github.com/unshiftio/querystringify"
"queue-microtask@1.2.3","MIT","https://github.com/feross/queue-microtask"
"react-is@17.0.2","MIT","https://github.com/facebook/react"
"read-cache@1.0.0","MIT","https://github.com/TrySound/read-cache"
"read-installed-packages@2.0.1","ISC","https://github.com/Semigradsky/read-installed"
"read-package-json@6.0.4","ISC","https://github.com/npm/read-package-json"
"readdirp@3.6.0","MIT","https://github.com/paulmillr/readdirp"
"requires-port@1.0.0","MIT","https://github.com/unshiftio/requires-port"
"resolve-from@4.0.0","MIT","https://github.com/sindresorhus/resolve-from"
"resolve@1.22.2","MIT","https://github.com/browserify/resolve"
"reusify@1.0.4","MIT","https://github.com/mcollina/reusify"
"rimraf@3.0.2","ISC","https://github.com/isaacs/rimraf"
"rollup@3.25.1","MIT","https://github.com/rollup/rollup"
"run-parallel@1.2.0","MIT","https://github.com/feross/run-parallel"
"sade@1.8.1","MIT","https://github.com/lukeed/sade"
"safer-buffer@2.1.2","MIT","https://github.com/ChALkeR/safer-buffer"
"saxes@6.0.0","ISC","https://github.com/lddubeau/saxes"
"scule@1.0.0","MIT","https://github.com/unjs/scule"
"section-matter@1.0.0","MIT","https://github.com/jonschlinkert/section-matter"
"semver@6.3.0","ISC","https://github.com/npm/node-semver"
"semver@7.5.1","ISC","https://github.com/npm/node-semver"
"sentence-case@3.0.4","MIT","https://github.com/blakeembrey/change-case"
"shebang-command@2.0.0","MIT","https://github.com/kevva/shebang-command"
"shebang-regex@3.0.0","MIT","https://github.com/sindresorhus/shebang-regex"
"shell-quote@1.8.1","MIT","https://github.com/ljharb/shell-quote"
"shiki-es@0.2.0","MIT","https://github.com/unjs/shiki-es"
"siginfo@2.0.0","ISC","https://github.com/emilbayes/siginfo"
"signal-exit@3.0.7","ISC","https://github.com/tapjs/signal-exit"
"signal-exit@4.0.2","ISC","https://github.com/tapjs/signal-exit"
"sirv@2.0.3","MIT","https://github.com/lukeed/sirv"
"slash@3.0.0","MIT","https://github.com/sindresorhus/slash"
"slash@4.0.0","MIT","https://github.com/sindresorhus/slash"
"slide@1.1.6","ISC","https://github.com/isaacs/slide-flow-control"
"snake-case@3.0.4","MIT","https://github.com/blakeembrey/change-case"
"source-map-js@1.0.2","BSD-3-Clause","https://github.com/7rulnik/source-map-js"
"source-map-support@0.5.21","MIT","https://github.com/evanw/node-source-map-support"
"source-map@0.6.1","BSD-3-Clause","https://github.com/mozilla/source-map"
"spdx-compare@1.0.0","MIT","https://github.com/kemitchell/spdx-compare.js"
"spdx-correct@3.2.0","Apache-2.0","https://github.com/jslicense/spdx-correct.js"
"spdx-exceptions@2.3.0","CC-BY-3.0","https://github.com/kemitchell/spdx-exceptions.json"
"spdx-expression-parse@3.0.1","MIT","https://github.com/jslicense/spdx-expression-parse.js"
"spdx-license-ids@3.0.13","CC0-1.0","https://github.com/jslicense/spdx-license-ids"
"spdx-ranges@2.1.1","(MIT AND CC-BY-3.0)","https://github.com/kemitchell/spdx-ranges.js"
"spdx-satisfies@5.0.1","MIT","https://github.com/kemitchell/spdx-satisfies.js"
"sprintf-js@1.0.3","BSD-3-Clause","https://github.com/alexei/sprintf.js"
"stackback@0.0.2","MIT","https://github.com/shtylman/node-stackback"
"statuses@1.5.0","MIT","https://github.com/jshttp/statuses"
"std-env@3.3.3","MIT","https://github.com/unjs/std-env"
"string-width@4.2.3","MIT","https://github.com/sindresorhus/string-width"
"string-width@5.1.2","MIT","https://github.com/sindresorhus/string-width"
"strip-ansi@6.0.1","MIT","https://github.com/chalk/strip-ansi"
"strip-ansi@7.1.0","MIT","https://github.com/chalk/strip-ansi"
"strip-bom-string@1.0.0","MIT","https://github.com/jonschlinkert/strip-bom-string"
"strip-final-newline@2.0.0","MIT","https://github.com/sindresorhus/strip-final-newline"
"strip-json-comments@3.1.1","MIT","https://github.com/sindresorhus/strip-json-comments"
"strip-literal@1.0.1","MIT","https://github.com/antfu/strip-literal"
"style-mod@4.0.3","MIT",""
"sucrase@3.32.0","MIT","https://github.com/alangpierce/sucrase"
"supports-color@7.2.0","MIT","https://github.com/chalk/supports-color"
"supports-preserve-symlinks-flag@1.0.0","MIT","https://github.com/inspect-js/node-supports-preserve-symlinks-flag"
"symbol-tree@3.2.4","MIT","https://github.com/jsdom/js-symbol-tree"
"tailwindcss@3.3.2","MIT","https://github.com/tailwindlabs/tailwindcss"
"test-exclude@6.0.0","ISC","https://github.com/istanbuljs/test-exclude"
"text-table@0.2.0","MIT","https://github.com/substack/text-table"
"thenify-all@1.6.0","MIT","https://github.com/thenables/thenify-all"
"thenify@3.3.1","MIT","https://github.com/thenables/thenify"
"time-zone@1.0.0","MIT","https://github.com/sindresorhus/time-zone"
"tinybench@2.5.0","MIT","https://github.com/tinylibs/tinybench"
"tinypool@0.5.0","MIT","https://github.com/aslemammad/tinypool"
"tinyspy@2.1.1","MIT","https://github.com/tinylibs/tinyspy"
"to-regex-range@5.0.1","MIT","https://github.com/micromatch/to-regex-range"
"totalist@3.0.1","MIT","https://github.com/lukeed/totalist"
"tough-cookie@4.1.3","BSD-3-Clause","https://github.com/salesforce/tough-cookie"
"tr46@3.0.0","MIT","https://github.com/jsdom/tr46"
"treeify@1.1.0","MIT","https://github.com/notatestuser/treeify"
"ts-interface-checker@0.1.13","Apache-2.0","https://github.com/gristlabs/ts-interface-checker"
"tslib@1.14.1","0BSD","https://github.com/Microsoft/tslib"
"tslib@2.5.3","0BSD","https://github.com/Microsoft/tslib"
"tsutils@3.21.0","MIT","https://github.com/ajafff/tsutils"
"type-check@0.3.2","MIT","https://github.com/gkz/type-check"
"type-check@0.4.0","MIT","https://github.com/gkz/type-check"
"type-detect@4.0.8","MIT","https://github.com/chaijs/type-detect"
"type-fest@0.20.2","(MIT OR CC0-1.0)","https://github.com/sindresorhus/type-fest"
"typescript@5.1.3","Apache-2.0","https://github.com/Microsoft/TypeScript"
"uc.micro@1.0.6","MIT","https://github.com/markdown-it/uc.micro"
"ufo@1.1.2","MIT","https://github.com/unjs/ufo"
"unimport@3.0.8","MIT","https://github.com/unjs/unimport"
"universalify@0.2.0","MIT","https://github.com/RyanZim/universalify"
"universalify@2.0.0","MIT","https://github.com/RyanZim/universalify"
"unpipe@1.0.0","MIT","https://github.com/stream-utils/unpipe"
"unplugin-auto-import@0.16.4","MIT","https://github.com/antfu/unplugin-auto-import"
"unplugin-icons@0.16.3","MIT","https://github.com/antfu/unplugin-icons"
"unplugin-vue-components@0.25.1","MIT","https://github.com/antfu/unplugin-vue-components"
"unplugin@1.3.1","MIT","https://github.com/unjs/unplugin"
"update-browserslist-db@1.0.11","MIT","https://github.com/browserslist/update-db"
"upper-case-first@2.0.2","MIT","https://github.com/blakeembrey/change-case"
"upper-case@2.0.2","MIT","https://github.com/blakeembrey/change-case"
"uri-js@4.4.1","BSD-2-Clause","https://github.com/garycourt/uri-js"
"url-parse@1.5.10","MIT","https://github.com/unshiftio/url-parse"
"util-deprecate@1.0.2","MIT","https://github.com/TooTallNate/util-deprecate"
"utils-merge@1.0.1","MIT","https://github.com/jaredhanson/utils-merge"
"v8-to-istanbul@9.1.0","ISC","https://github.com/istanbuljs/v8-to-istanbul"
"validate-npm-package-license@3.0.4","Apache-2.0","https://github.com/kemitchell/validate-npm-package-license.js"
"vite-node@0.28.4","MIT","https://github.com/vitest-dev/vitest"
"vite-node@0.32.0","MIT","https://github.com/vitest-dev/vitest"
"vite-plugin-vue-markdown@0.23.5","MIT","https://github.com/mdit-vue/vite-plugin-vue-markdown"
"vite@4.3.9","MIT","https://github.com/vitejs/vite"
"vitest@0.32.0","MIT","https://github.com/vitest-dev/vitest"
"vue-demi@0.14.5","MIT","https://github.com/antfu/vue-demi"
"vue-eslint-parser@9.3.1","MIT","https://github.com/vuejs/vue-eslint-parser"
"vue-router@4.2.2","MIT","https://github.com/vuejs/router"
"vue-simple-calendar@6.3.1","MIT","https://github.com/richardtallent/vue-simple-calendar"
"vue-template-compiler@2.7.14","MIT","https://github.com/vuejs/vue"
"vue-tsc@1.6.5","MIT","https://github.com/vuejs/language-tools"
"vue@3.3.4","MIT","https://github.com/vuejs/core"
"w3c-keyname@2.2.8","MIT","https://github.com/marijnh/w3c-keyname"
"w3c-xmlserializer@4.0.0","MIT","https://github.com/jsdom/w3c-xmlserializer"
"webidl-conversions@7.0.0","BSD-2-Clause","https://github.com/jsdom/webidl-conversions"
"webpack-sources@3.2.3","MIT","https://github.com/webpack/webpack-sources"
"webpack-virtual-modules@0.5.0","MIT","https://github.com/sysgears/webpack-virtual-modules"
"well-known-symbols@2.0.0","ISC","https://github.com/novemberborn/well-known-symbols"
"whatwg-encoding@2.0.0","MIT","https://github.com/jsdom/whatwg-encoding"
"whatwg-mimetype@3.0.0","MIT","https://github.com/jsdom/whatwg-mimetype"
"whatwg-url@11.0.0","MIT","https://github.com/jsdom/whatwg-url"
"which@2.0.2","ISC","https://github.com/isaacs/node-which"
"why-is-node-running@2.2.2","MIT","https://github.com/mafintosh/why-is-node-running"
"word-wrap@1.2.3","MIT","https://github.com/jonschlinkert/word-wrap"
"wrap-ansi@7.0.0","MIT","https://github.com/chalk/wrap-ansi"
"wrap-ansi@8.1.0","MIT","https://github.com/chalk/wrap-ansi"
"wrappy@1.0.2","ISC","https://github.com/npm/wrappy"
"ws@8.13.0","MIT","https://github.com/websockets/ws"
"xml-name-validator@4.0.0","Apache-2.0","https://github.com/jsdom/xml-name-validator"
"xmlchars@2.2.0","MIT","https://github.com/lddubeau/xmlchars"
"yallist@4.0.0","ISC","https://github.com/isaacs/yallist"
"yaml@2.3.1","ISC","https://github.com/eemeli/yaml"
"yocto-queue@0.1.0","MIT","https://github.com/sindresorhus/yocto-queue"
"yocto-queue@1.0.0","MIT","https://github.com/sindresorhus/yocto-queue"
